id,name,platforms,offset
UB1019-PPSA29699_00-0558708529867019,KORG Gadget for PlayStation,PS5,2784
UB1028-PPSA29005_00-0923379634092846,TRUCK SIMULATOR 25 VR - AMERICAN DRIVER,PS5,2784
EB0792-PPSA31258_00-CAPPUCCINO00SIEE,Cappuccino Assassino Shooter,PS5,2784
JP9000-PPSA02015_00-DS2OTB0000000001,DEATH STRANDING 2: ON THE BEACH,PS5,2784
UP8381-PPSA28983_00-FARMERSLIFE00000,Farmer's Life,PS5,2808
UB0990-PPSA26015_00-0848655567756009,Shop Simulator Supermarket Gold Edition,PS5,2808
UP8103-PPSA25063_00-POPPYCHAPTERFOUR,Poppy Playtime: Chapter 4,PS5,2808
EP8701-PPSA30717_00-0039449455975772,Knight Quest: Goblins Raid,"PS4, PS5",2808
EP6458-PPSA28514_00-0281597096788640,I Am Your Beast,PS5,2808
UP2005-PPSA29109_00-EXOCALIBRE000000,Exo-Calibre PS4 & PS5,"PS4, PS5",2808
EP8208-PPSA30135_00-H2EDOUBLEPACK001,How 2 Escape Collection (PS4 & PS5),"PS4, PS5",2808
EP8208-PPSA30135_00-HOW2ESCAPE2LS001,How 2 Escape: Lost Submarine,"PS4, PS5",2808
EP7387-PPSA06948_00-0149476548102153,Kayak VR: Mirage Complete Edition,PS5,2808
EP7387-PPSA06948_00-0018715001798530,Kayak VR: Mirage + Yucatán,PS5,2808
EP8701-PPSA29668_00-0373827694091309,Bee Flowers: Save the Garden,"PS4, PS5",2808
UB1028-PPSA30706_00-0686845844910177,Liar's Pub,PS5,2808
JP9000-PPSA02015_00-DS2OTBDDE0000001,DEATH STRANDING 2: ON THE BEACH Digital Deluxe Edition,PS5,2808
EP0896-PPSA20201_00-FLOWERSHOPCOMPRG,Flower Shop: The Complete Story,"PS4, PS5",2808
HP8412-PPSA29442_00-0315038683322354,UNDERWARD,PS5,2808
UP8553-PPSA30695_00-00000000FRAMECAT,Frame Cat PS4® & PS5®,"PS4, PS5",2808
EP5645-PPSA30200_00-000TWINCOLLIDERS,Twin Colliders,PS5,2808
EP8743-PPSA31168_00-0065869407854519,Astro Surge PS4® & PS5®,"PS4, PS5",2808
UB0008-PPSA30005_00-0351514489947136,Dirt Bike Retro,PS5,2808
UB0008-PPSA30214_00-0214459532272734,Knight with Tactics,PS5,2808
EP4312-PPSA30217_00-0213009292590762,4 Avatar Aeon Attack Bundle,PS5,2808
EP6625-PPSA29618_00-DDSGAME000000000,Drug Dealer Simulator,"PS4, PS5",2808
UP7939-PPSA29172_00-0019819397215038,Rogue Loops,"PS4, PS5",2808
UB0313-PPSA25220_00-0664542484649130,Vagrus - The Riven Realms,PS5,2808
EP2402-PPSA29764_00-20THCENTFREEMIUM,20th Century Beauties,"PS4, PS5",2832
EP1549-PPSA28197_00-0560869464077171,Robin Hood - Sherwood Builders & Thief Simulator,"PS4, PS5",2832
EP7123-PPSA30680_00-0391162763343558,Marine Survivors,PS5,2832
EP2627-PPSA10000_00-THEGAPPS5BNDL000,The Gap - Parallel Realities Bundle,PS5,2832
EP8701-PPSA29883_00-0781303311004578,Pirate Trails: Tentacles and Treasures,"PS4, PS5",2832
UP6718-PPSA23494_00-0077540698415555,Agarta,PS5,2832
UB0337-PPSA30539_00-0924368263980935,Ball Rush 2,PS5,2832
EP7860-PPSA30332_00-0184432019838301,Devoured by Darkness,"PS4, PS5",2832
UB0383-PPSA29189_00-0504266529563382,Little Strays,"PS4, PS5",2832
UB0480-PPSA28751_00-0505951283721337,Maestro,PS5,2832
UB0480-PPSA28751_00-0051841243705186,Maestro : Doom Bound Pack,PS5,2832
UB0480-PPSA28751_00-0135961444865096,Maestro : Secret Sorcery Pack,PS5,2832
EP1612-PPSA31173_00-GRAVENGUARDGAME0,Pixicharm - Gravenguard,PS5,2832
EP0896-CUSA54434_00-PREHISTORICGALRG,Prehistoric Gal PS4® & PS5®,"PS4, PS5",2832
EP0896-PPSA29838_00-PREHISTORICGALRG,Prehistoric Gal PS4® & PS5®,"PS4, PS5",2832
EP7345-PPSA31026_00-0035671750010504,Puzzle Piecer: The Sky Above,"PS4, PS5",2832
EP3024-PPSA30497_00-MOORHUORIGIPS5WW,The Original Moorhuhn Hunt,PS5,2832
UP8381-PPSA27759_00-ARENARENOFM00001,Arena Renovation,PS5,2832
EP0822-PPSA27154_00-VESSELSOFDECAY05,Vessels of Decay,"PS4, PS5",2832
UB1335-PPSA28771_00-0848287804241578,Fruitbus,PS5,2832
EB0235-PPSA22053_00-STAROVERDRIVESIE,Star Overdrive,PS5,2832
EB0235-PPSA22053_00-STAROVERDRIDLXED,Star Overdrive: Deluxe Edition,PS5,2832
EP8247-PPSA28510_00-0829750979031612,Through the Nightmares,"PS4, PS5",2832
EP2566-PPSA23770_00-REMATCH000000PS5,REMATCH,PS5,2832
EP4415-PPSA24616_00-D11RUSTDELUXE000,Rust Console Edition PS5 - Deluxe,PS5,2856
EP4415-PPSA24616_00-D11RUSTULTIMATE0,Rust Console Edition PS5 - Ultimate,PS5,2856
EP6665-PPSA22273_00-ARCHI00000000000,Architect Life: A House Design Simulator,PS5,2856
EP6665-PPSA22273_00-ARCHIDELUXE00001,Architect Life -  Home Deluxe Edition,PS5,2856
EP4293-PPSA27348_00-CHRONICLESOFWOLF,Chronicles of the Wolf,"PS4, PS5",2856
EP8701-PPSA30418_00-0450533244489477,Minos Dungeon,"PS4, PS5",2856
UB0192-PPSA30142_00-0189891809928772,Presentiment of Death,PS5,2856
UB0675-PPSA30202_00-0987096754595547,Bag Hero,PS5,2856
UP7631-PPSA28146_00-0091199597395740,Croaktopia PS5,PS5,2856
UB1052-PPSA30303_00-0417701146549258,Legends: Saint George,PS5,2856
UB1052-PPSA30303_00-0002189660648588,Legends: Saint Georges Bundle,"PS4, PS5",2856
UB1052-PPSA30303_00-0642450514763460,Legends: Saint Georges Complete Edition,"PS4, PS5",2856
UB1338-PPSA28643_00-0230218730509257,Nova Hearts,PS5,2856
JP0005-PPSA15366_00-DDXEDITION000000,RAIDOU Remastered: The Mystery of the Soulless Army  - Digital Deluxe Edition PS4 & PS5,"PS4, PS5",2856
JP0005-PPSA15366_00-RAIDOU0000000000,RAIDOU Remastered: The Mystery of the Soulless Army PS4 & PS5,"PS4, PS5",2856
EP9000-PPSA09132_00-CLIMATESTATEUPS5,Climate Station™,PS5,2856
UP7408-PPSA28223_00-0122840457705725,Escaping Wonderland,PS5,2856
EP6170-PPSA26925_00-NOSUNTOWORSHIPS5,No Sun To Worship,PS5,2856
EP7868-PPSA19345_00-FFMANCHESTERBUND,Funko Fusion X Manchester City Bundle,PS5,2856
EP7072-PPSA07905_00-STWDANDDLCBUNDLE,Still Wakes the Deep - The Complete Collection,PS5,2856
EP2430-PPSA05831_00-0931927918559096,Police Simulator: Patrol Officers: Ultimate Duty Edition,"PS4, PS5",2856
EP1411-PPSA29997_00-0807951500999883,Puzzle Escapes: Paws & Claws,PS5,2856
HB1069-PPSA30849_00-0360205438817775,Medieval escape,PS5,2856
EP1936-PPSA29135_00-0330284603946688,Dustwind: Resistance,PS5,2856
EP8701-PPSA30414_00-0795917570992861,Collie Call: Farm of Tomorrow,"PS4, PS5",2880
EB0792-PPSA30870_00-BOMBARDIRO00SIEE,Bombardiro Crocodilo Simulator,PS5,2880
EB0629-PPSA30470_00-0586166503978126,Cazzarion: Pacific Winds,PS5,2880
UP2005-PPSA29186_00-WITHOUTAVOICE000,Without a Voice PS4 & PS5,"PS4, PS5",2880
EP5360-PPSA24579_00-0692034935549159,Lost in Random: The Eternal Die,PS5,2880
HB1034-PPSA27121_00-0602044320444798,Soulstone Survivors,PS5,2880
UP4735-PPSA05119_00-MAXIMUMFBALL0000,Maximum Football,PS5,2880
UP4735-PPSA05119_00-MFBLEGENDBUNDLE0,Maximum Football: Legend Edition,PS5,2880
UB1176-PPSA26487_00-0107989559334173,TRON: Catalyst,PS5,2880
EP4389-PPSA04735_00-MXL2025SCEDITION,MX vs ATV Legends - 2025 Monster Energy Supercross Edition,"PS4, PS5",2880
EP5291-PPSA25944_00-0460553555531695,FBC: Firebreak,PS5,2880
EP5291-PPSA25944_00-064838567952FBCF,FBC: Firebreak,PS5,2880
UP8490-PPSA27664_00-0241577075525214,Deus Ex: The Conspiracy PS4 & PS5,"PS4, PS5",2880
EP6764-PPSA27582_00-0630776202841609,Rooftops & Alleys: The Parkour Game,PS5,2880
UB0714-PPSA30616_00-0895634267245936,Flight Simulator Delivery: Cargo Business,PS5,2880
EP3446-PPSA29562_00-0441343830979423,Badminton Time VR,PS5,2880
EP4064-PPSA22788_00-0687926157599588,Date Everything!,PS5,2880
EP4064-PPSA22788_00-0730433160080781,Date Everything! - Lavish Edition,PS5,2880
EP2723-PPSA20773_00-WEEOEAEDP0000000,Wingspan + European + Oceania + Asia + Decorative Packs PS4 & PS5,"PS4, PS5",2880
EP2723-PPSA20773_00-WEEOEAE000000000,Wingspan + European + Oceania + Asia PS4 & PS5,"PS4, PS5",2880
EP2566-PPSA23770_00-REMATCHULTIMATE0,REMATCH - ELITE EDITION,PS5,2880
EP2566-PPSA23770_00-REMATCHDELUXE000,REMATCH - PRO EDITION,PS5,2880
EP6890-PPSA28543_00-0768841594690109,Gex Trilogy,PS5,2880
EP6698-PPSA30252_00-0131655598225227,The Trap Remake Winter,PS5,2880
EP8062-PPSA30582_00-0335416925322269,CATCH ME IF YOU CAN,PS5,2904
UB0008-PPSA30215_00-0083268493064163,Animal Bomber,PS5,2904
UB0008-PPSA30224_00-0148007550109948,Curve Racer,PS5,2904
EP5645-PPSA30133_00-000000HOLLYSHUNT,Holly's Hunt,PS5,2904
UP0638-PPSA25682_00-FNAFCARNIVAL0001,Five Nights at Freddy's: Secret of the Mimic,PS5,2904
EP5360-PPSA24579_00-0754877590164461,Lost in Random: The Eternal Die - Fortune Edition,PS5,2904
EP1549-PPSA28951_00-0398405101307776,Crime Scene Cleaner,PS5,2904
EP4361-PPSA16033_00-0158231446437401,The Alters,PS5,2904
EP4361-PPSA16033_00-0542202998131184,The Alters: Deluxe Edition,PS5,2904
EP4312-PPSA30217_00-0724862659387428,Aeon Attack,PS5,2904
EP7860-PPSA30336_00-0652284417916645,Dr. Oil,"PS4, PS5",2904
UB0337-PPSA30530_00-0237544954333529,Island Rescue,PS5,2904
UB0111-PPSA23683_00-0652837312246812,Mindscapes VR,PS5,2904
EP0896-PPSA28096_00-TETRASESCAPE2RAG,TETRA's Escape 2 PS4® & PS5®,"PS4, PS5",2904
UP6718-PPSA30458_00-0709094391680399,Wild Rumble,PS5,2904
EP5987-PPSA28029_00-ULGSTUNTFLYER001,Stunt Flyer,PS5,2904
UP3864-PPSA24743_00-0078859640351172,Wizard of Legend 2,PS5,2904
EP4529-PPSA13283_00-0833522970642858,Zombie Army VR,PS5,2904
HB1308-PPSA29267_00-0327817368047741,Backyard Baseball '97,PS5,2904
EP2402-PPSA29462_00-DATINGAPPPREMIUM,Dating Stories Premium Edition,"PS4, PS5",2904
UP2158-PPSA28856_00-PRISONALONEPS5NA,Prison Alone,"PS4, PS5",2904
EP7860-PPSA20844_00-MLSTMGPS500000EU,Memory Lost,PS5,2904
EP9000-PPSA13197_00-STELLARBLADECE00,Stellar Blade™ Complete Edition,PS5,2904
EB0896-PPSA27661_00-0561872929778402,Boxstacker,PS5,2904
UP3542-PPSA30105_00-DRUNKNBARFIGHT02,Drunkn Bar Fight 2 VR,PS5,2928
UP7698-PPSA29307_00-0261982299442345,Oirbo,PS5,2928
HP8289-PPSA24906_00-0715668704473505,Legendary Hoplite,PS5,2928
UB0487-PPSA30961_00-0902034849920322,Smash Zombies,PS5,2928
UP2005-PPSA28623_00-KEEPERSTOLL00000,Keeper's Toll PS4 & PS5,"PS4, PS5",2928
EP5133-PPSA28398_00-INTERIMODYSSEY12,Maze: Interim Odyssey,"PS4, PS5",2928
EB0301-PPSA30500_00-0692247757671979,Monster Survivors: Hunting Wilds,PS5,2928
EP2015-PPSA23576_00-0874233669780391,Alien Hominid HD PS4 & PS5,"PS4, PS5",2928
EP2015-PPSA23810_00-0974736213829670,Alien Hominid Invasion PS4 & PS5,"PS4, PS5",2928
EP2015-PPSA23810_00-0264347489335906,Alien Hominid: The Extra Terrestrial Bundle PS4 & PS5,"PS4, PS5",2928
EB1674-PPSA28209_00-MINDSEYESTANDARD,MindsEye,PS5,2928
EB1674-PPSA28209_00-MINDSEYEDELUXE01,MindsEye - Deluxe Edition,PS5,2928
EP0001-PPSA01397_00-RB6SIEGEELITEY10,Tom Clancy's Rainbow Six® Siege - Elite Edition,"PS4, PS5",2928
EP0001-PPSA01397_00-R6SIEGEFREEACESS,Tom Clancy's Rainbow Six® Siege - Free Access,PS5,2928
EP2187-PPSA27804_00-0000000000000STG,Star Trucker,PS5,2928
EP2187-PPSA27804_00-000000000000STDE,Star Trucker - Deluxe Bundle,PS5,2928
EP1661-PPSA30439_00-SYPS5CYBERTRASHS,Cybertrash STATYX,PS5,2928
UB0867-PPSA28140_00-0376423800153179,Luminaria: Dark Echoes,PS5,2928
EP7345-PPSA30842_00-0407463115260972,Memory Holder: The Alphabet,"PS4, PS5",2928
EP5645-PPSA30275_00-RABBITINTHECLOUD,Rabbit in the clouds,PS5,2928
EP1661-PPSA30428_00-SYPS5RABBITRAID0,Rabbit Raid,PS5,2928
EB0178-PPSA30350_00-0635626093067362,Horse Dash,PS5,2928
EP1672-PPSA10621_00-0249329744581606,Lies of P: Overture Bundle,"PS4, PS5",2928
UB0008-PPSA30213_00-0200556839331832,Castle Heroes,PS5,2928
EB0629-PPSA30182_00-0150112323251052,Cazzarion: Kutululu,PS5,2952
EB0301-PPSA25828_00-0830391430297342,Wukong's Child: Monkey King Myth,PS5,2952
UB0008-PPSA30160_00-0618744920275885,Party Games: 15 in 1,PS5,2952
EP4312-PPSA30541_00-0907831015338499,Burger Bounce,PS5,2952
EP5347-PPSA11333_00-0599638706280858,Complete Flipping Experience,"PS4, PS5",2952
EP1661-PPSA30446_00-SYPS5HILLBILLYDO,Hillbilly Doomsday,PS5,2952
EP4173-PPSA29025_00-0221196913085710,Do Not Feed the Monkeys,PS5,2952
JP0013-PPSA29603_00-JP01YAGCMH000PS5,1f y0u're a gh0st ca11 me here!,"PS4, PS5",2952
JP0013-PPSA27994_00-JP0SOLITUDE00PS5,Covenant of Solitude,"PS4, PS5",2952
EP4312-PPSA29425_00-0408806259047285,6 Avatar Ninja Stars Bundle,PS5,2952
EP6718-PPSA29017_00-0127674853355048,Amber Alert Director's cut,PS5,2952
UB0337-PPSA30496_00-0717677406194016,Ball Rush,PS5,2952
EP7860-PPSA30320_00-0388393271801763,Demonic Supremacy,"PS4, PS5",2952
HB1069-PPSA30668_00-0853824571340329,Exit the Lot,PS5,2952
EP0896-PPSA29751_00-INKVENTURERATGAM,Inkventure PS4® & PS5®,"PS4, PS5",2952
EP6922-PPSA27959_00-0741392678871823,Ping Pong Up,"PS4, PS5",2952
EP1661-PPSA30399_00-SYPS5FARLANDSJOU,Farlands Journey,PS5,2952
EP5987-PPSA26563_00-0264115005618219,Carrier Deck,PS5,2952
EP5275-PPSA27987_00-0338147270120025,Epyka,PS5,2952
UB0752-PPSA30736_00-0436903296902410,Lucky Drop,PS5,2952
UP0922-PPSA17121_00-SCUS946020000000,Myst (PS1),"PS4, PS5",2952
UP0922-PPSA17122_00-SLUS005350000000,Riven (PS1),"PS4, PS5",2952
EP6665-PPSA26576_00-TDF2500000000000,Tour de France 2025,PS5,2952
EP6665-PPSA26576_00-TDF25DELUXE00001,Tour de France 2025 - Deluxe Edition,PS5,2952
EB0014-PPSA24392_00-0806404804847816,Flappy Eros,PS5,2976
JP0571-PPSA28736_00-HAMPRDC000000001,Arcade Archives 2 RIDGE RACER,PS5,2976
EP5645-PPSA30533_00-000000BUBBLEFISH,Bubble Fish,PS5,2976
EP6985-PPSA28364_00-0724554134174653,Hidden Cat Outlaws,PS5,2976
UP4108-PPSA25431_00-NAAWAKENINGCE000,NOBUNAGA'S AMBITION: Awakening Complete Edition,PS5,2976
UP4108-PPSA25431_00-NAAWAKENINGCE001,NOBUNAGA'S AMBITION: Awakening Complete Edition + Collector's Set,PS5,2976
JP0055-PPSA23888_00-NOMOSGIRLSPS5PRO,NO MOSAIC GIRLS with SESS-AI 2.0,PS5,2976
EP0102-PPSA02633_00-SF60000YEARS12FE,Street Fighter™ 6 Years 1-2 Fighters Edition,"PS4, PS5",2976
EB0792-PPSA30673_00-TRALALERO000SIEE,Tralalero Tralala Jumper,PS5,2976
JP0215-PPSA27093_00-TFSHVCDRPS500084,DELTARUNE PS4 & PS5,"PS4, PS5",2976
EP8923-PPSA21256_00-TNOTRPS5EU000000,The Night of the Rabbit,"PS4, PS5",2976
EP8701-PPSA29685_00-0559184813233870,Cipher Monk,"PS4, PS5",2976
UP2005-PPSA29105_00-BUNNYCUBED000000,Bunny Cubed PS4 & PS5,"PS4, PS5",2976
EP5645-PPSA30359_00-000CIRCLEDEFENSE,CIRCLE DEFENSE,PS5,2976
UB0511-PPSA25582_00-0096268770589992,TMNT: Splintered Fate and Casey Jones,"PS4, PS5",2976
EP4395-PPSA28145_00-0MANUALSAMUELPS5,Manual Samuel Last Tuesday Edition,"PS4, PS5",2976
EP6665-PPSA28051_00-AFL25DELUXE00001,AFL 26 - PRO TEAM BUNDLE,"PS4, PS5",2976
UP8623-PPSA30772_00-0455047548381676,Icy Gifts,"PS4, PS5",2976
EP3643-PPSA26283_00-0542353650671031,The Talos Principle Dyad Bundle,PS5,2976
EP3643-PPSA26283_00-0228316343513671,The Talos Principle Origin Bundle,"PS4, PS5",2976
EP3643-PPSA05888_00-0778421567146000,The Talos Principle Ultimate Collection,"PS4, PS5",2976
EP4476-PPSA30196_00-0159205273929566,Taram Baba,PS5,2976
UP8784-PPSA26465_00-0989773833868963,Rally Arcade Classics,PS5,2976
EP8916-PPSA04076_00-RCGSERIESPLUSDLC,"River City Girls 1, 2, and Zero + Double Dragon DLC Bundle","PS4, PS5",2976
UB1022-PPSA30240_00-ANOMALYSEEKDINEU,Anomaly Seeker: The Diner,PS5,3000
EP5265-CUSA42720_00-0401675771013120,Escape First Alchemist PS4 & PS5,"PS4, PS5",3000
EB1415-PPSA29001_00-0286142907067762,Vasilisa and Baba Yaga,PS5,3000
UP0006-PPSA24662_00-F12025PS5GAME000,F1® 25,PS5,3000
UP6131-PPSA20082_00-0989128993087745,HYPERCHARGE COMPLETE EDITION,"PS4, PS5",3000
UP6131-PPSA20082_00-0273376769559459,HYPERCHARGE Unboxed,"PS4, PS5",3000
UP1082-PPSA17219_00-0870447033747384,Disney Illusion Island Starring Mickey and Friends,PS5,3000
EP4312-PPSA29970_00-0670415881101961,Dark Angels,PS5,3000
UB0008-PPSA29944_00-0040323531722522,Classic Checkers,PS5,3000
UB0928-PPSA30060_00-0361379565954779,Avatarland,PS5,3000
EP8701-PPSA29676_00-0900566298436158,Legends Aligned: Minis in Conflict,"PS4, PS5",3000
UB0752-PPSA30261_00-0931566673437288,Space Mines,PS5,3000
EP6556-PPSA28012_00-0889941607070686,Battle Puzzle 2048 - Space Girls,PS5,3000
EB0792-PPSA30325_00-DAEMONFALL00SIEE,Daemonfall,PS5,3000
EP0896-PPSA28339_00-DEEPUNDERRATAGAM,Deep Under PS4® & PS5®,"PS4, PS5",3000
EP0700-PPSA25381_00-ERSL000000000000,ELDEN RING NIGHTREIGN,"PS4, PS5",3000
EP0700-PPSA25381_00-ERSLDX0000000000,ELDEN RING NIGHTREIGN Deluxe Edition,"PS4, PS5",3000
EP4730-PPSA23915_00-0032565400820836,GET OUT!,PS5,3000
EP6556-PPSA29737_00-0542531442338370,Kill The Emoji 2,PS5,3000
UB0337-PPSA30434_00-0710413934950241,Super Hero Demolition,PS5,3000
EB0474-PPSA18346_00-0378150337949493,Copycat,PS5,3000
EP3385-PPSA29094_00-0757230569367224,Missing Banban,PS5,3000
EP4060-PPSA27737_00-SCARLEADSADDX000,Scar-Lead Salvation Deluxe Edition,PS5,3000
UP5223-PPSA27129_00-0653767326715632,Spray Paint Simulator,PS5,3000
HB1069-PPSA30314_00-0107831040726698,Labyrinth Run,PS5,3024
EP0082-PPSA04988_00-0630214875255918,PowerWash Simulator – Ultimate Satisfaction Bundle,"PS4, PS5",3024
EP4060-PPSA27737_00-SCARLEADSAGAM000,Scar-Lead Salvation,PS5,3024
JP4566-PPSA25219_00-FUGA300000000000,Fuga: Melodies of Steel 3,"PS4, PS5",3024
EP8701-PPSA29332_00-0410850523501068,Higgs Boson: Puzzle Collection,"PS4, PS5",3024
UB0928-PPSA25345_00-MATCHQUESTPS5000,Match Quest : Numbers,PS5,3024
UP4127-PPSA27993_00-FOMOGGLOBAL00000,Fomography,PS5,3024
EP4064-PPSA26923_00-0168786206369024,Nice Day for Fishing,PS5,3024
EP4064-PPSA26923_00-0212072951814481,Nice Day for Fishing - Epic Edition,PS5,3024
EP4506-PPSA23350_00-0345465277382779,SUBMERSED 2 - The Hive,PS5,3024
EP8073-PPSA26167_00-ELEMENTALWARCLAS,Elemental War Clash,PS5,3024
UP2470-PPSA22856_00-TOATSIEA00000000,to a T,PS5,3024
HB1607-PPSA29298_00-0756444843813602,Ratshaker,PS5,3024
UP6477-PPSA24519_00-0385257068982834,Crystal of Atlan,PS5,3024
UP2011-PPSA23953_00-PIPISTRELLO00000,Pipistrello and the Cursed Yoyo,PS5,3024
EP8701-PPSA30089_00-0073810374670780,Collie Call,"PS4, PS5",3024
UB0245-PPSA27032_00-0632928330469796,Eternal Evil,PS5,3024
UP2005-PPSA25378_00-STARLIGHTLEGACY0,Starlight Legacy PS4 & PS5,"PS4, PS5",3024
UP0006-PPSA24662_00-F125DELUXEDITION,F1® 25 Iconic Edition,PS5,3024
EP5987-PPSA27760_00-GOREDOCTORULG001,Gore Doctor,PS5,3024
EP6719-PPSA21396_00-ROBOQUEST0000000,Roboquest,"PS4, PS5",3024
EP2865-PPSA22623_00-0940801774671994,Zombie Cure Lab,PS5,3024
EP1411-PPSA29190_00-0835751650003638,Amazing Weekend 2:  Search and Relax Collector's Edition,PS5,3024
EP1411-PPSA29194_00-0530778624052101,Around the World 3: Amazing Countries Collector's Edition,PS5,3024
EP1411-PPSA30475_00-0402637105406055,Nightshade Mysteries: Eternal Moon Collector’s Edition,PS5,3048
EP4539-PPSA15326_00-0141943959873487,Oddsparks - An Automation Adventure,PS5,3048
EP4539-PPSA15326_00-0202762133798118,Oddsparks: An Automation Adventure - Deluxe Edition,PS5,3048
EP1053-PPSA26882_00-0717263378059655,Cattle Country,PS5,3048
EP6480-PPSA28591_00-SECTION13GLOBAL1,Section 13,PS5,3048
EP5645-PPSA29498_00-0860848304069203,Hermit's Tic-Tac-Toe,PS5,3048
UB0487-PPSA30422_00-0633642777883137,The Jumping Stars,PS5,3048
JP4566-PPSA25219_00-FUGA3DX000000000,Fuga: Melodies of Steel 3 - Deluxe Edition,"PS4, PS5",3048
JP4566-PPSA25219_00-FUGA3ULTIMATE000,Fuga: Melodies of Steel 3 - Ultimate Edition,"PS4, PS5",3048
UB0796-PPSA29408_00-0612631747713046,Chronos Time 2,PS5,3048
UP8703-PPSA29845_00-0606043934029817,Cop Officers: Police Simulator of NYPD City,PS5,3048
UB0851-PPSA30505_00-0054988948004377,Dungeon Arsenal,PS5,3048
EP6681-PPSA29317_00-0755279568885291,Quisisana,PS5,3048
EP8388-PPSA19411_00-0156050014836696,Tainted Grail: The Fall of Avalon,PS5,3048
EP7860-PPSA22569_00-SSSTMBPS500000EU,Steel Seed - Deluxe Edition,PS5,3048
UP7552-PPSA30486_00-0844894177133992,Masters Pool HD,PS5,3048
EP0297-PPSA23008_00-0096252516040855,Dark Deception: Monsters & Mortals,PS5,3048
UB0851-PPSA30501_00-0404815845936063,Aidan In Danger,PS5,3048
EP4312-PPSA27548_00-0197465260869282,Alien Quad Game Bundle,PS5,3048
UB0337-PPSA30371_00-0930529272668562,Boomerang King,PS5,3048
UB0008-PPSA30007_00-0691572939835596,Burger Master,PS5,3048
UP7578-PPSA28851_00-0475355838329198,Casual Sport Series: Badminton,PS5,3048
UP5877-PPSA30322_00-0840505695730903,CrimeBound Chronicles,PS5,3048
EP6470-PPSA27750_00-FOTOBOYFLASHSTAR,Foto Boy: Flashstar PS4® & PS5®,"PS4, PS5",3048
UB0851-PPSA30503_00-GINGER0PS5000000,Ginger - The Tooth Fairy,PS5,3072
EP7345-PPSA30515_00-0559207572145787,Magnitude: Eta,"PS4, PS5",3072
EP4312-PPSA29425_00-0078489830958657,Ninja Stars,PS5,3072
EP0896-PPSA29748_00-SOCCERGOLFRATGAM,Soccer Golf! PS4® & PS5®,"PS4, PS5",3072
EP6958-PPSA22691_00-0810499658082860,Void Prison,PS5,3072
UP7302-PPSA29021_00-LYNKEDBOTSGAME00,Lynked: Banner of the Spark,PS5,3072
UP7302-PPSA29021_00-0566936709610691,Lynked: Banner of the Spark - Complete Bundle,PS5,3072
EP6337-PPSA25930_00-0509513320261391,Maniac,PS5,3072
UP5988-PPSA20608_00-SPLITGATE2PS5000,SPLITGATE: Arena Reloaded,PS5,3072
EP4040-PPSA26311_00-0000BLADESOFFIRE,Blades of Fire,PS5,3072
EP3367-PPSA28511_00-0077902976859723,Out of Sight,PS5,3072
EP3185-PPSA26367_00-BASEGAME00000000,Trident's Tale,PS5,3072
UB1038-PPSA26541_00-DUCKDETECTIVE001,Duck Detective: The Secret Salami,PS5,3072
UB1038-PPSA29799_00-0158865330581498,Duck Detective: The Ghost of Glamping,PS5,3072
UP1655-PPSA19546_00-WEHAVETHECOOKIES,Cookie Clicker,"PS4, PS5",3072
EP0101-PPSA25661_00-0069265015958452,Deliver At All Costs,PS5,3072
HB1069-PPSA30489_00-0100658927223609,Rolling Ball,PS5,3072
EB0792-PPSA30452_00-TUNGSAHURSIEE000,Tung Tung Tung Sahur Runner,PS5,3072
UB0569-PPSA30316_00-0745130192268907,Tralalero Tralala™: Battle Royale (Brainrot),PS5,3072
JP0720-PPSA27625_00-FANTASYLIFEIDLX0,FANTASY LIFE i: The Girl Who Steals Time Digital Deluxe Edition PS4 & PS5,"PS4, PS5",3072
JP0720-PPSA27625_00-FANTASYLIFEIGAME,FANTASY LIFE i: The Girl Who Steals Time PS4 & PS5,"PS4, PS5",3072
UB1478-PPSA28296_00-0581373574457760,Knock on the Coffin Lid,PS5,3072
EP8909-PPSA25758_00-0047300101977880,Monster Train 2,PS5,3072
EP8909-PPSA25758_00-0700653113516281,Monster Train Collection,PS5,3072
UP2005-PPSA29261_00-KNIGHTSNIGHT0000,Knight's Night! PS4 & PS5,"PS4, PS5",3096
UB0511-PPSA25582_00-0453975088630674,Teenage Mutant Ninja Turtles: Splintered Fate,"PS4, PS5",3096
UP6261-PPSA27019_00-0679710665118767,Battle Engine Aquila,"PS4, PS5",3096
EB0236-PPSA21733_00-0784463229646064,S.T.A.L.K.E.R.: Clear Sky - Enhanсed Edition,"PS4, PS5",3096
EB0236-PPSA21734_00-0174767757945332,S.T.A.L.K.E.R.: Legends of the Zone Trilogy PS4 & PS5,"PS4, PS5",3096
EB0236-PPSA21734_00-0778461500088717,S.T.A.L.K.E.R.: Shadow of Chornobyl - Enhanсed Edition,"PS4, PS5",3096
UB1012-PPSA29566_00-0842837215354237,Survival Zombie,PS5,3096
EP4133-PPSA09843_00-ROADBUILDERGAME0,RoadCraft,PS5,3096
EB0236-PPSA21732_00-0450712096375802,S.T.A.L.K.E.R.: Call of Prypiat - Enhanсed Edition,"PS4, PS5",3096
UP7605-PPSA24850_00-0952180304824583,I'm in Love With Your Dead Grandmother 3: Online Battle Royale,"PS4, PS5",3096
EP5645-PPSA30018_00-0000000TRIENTANK,Trientank,PS5,3096
